Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g),,,,,,,,,,,,,,,,,,W/g
308.7,581.85,1.6080,0.8682,,,,,,,,,,,,,,,,,,
309.0,582.15,1.6077,0.8675,,,,,,,,,,,,,,,,,,
309.3,582.45,1.6073,0.8666,,,,,,,,,,,,,,,,,,
309.6,582.75,1.6070,0.8659,,,,,,,,,,,,,,,,,,
309.9,583.05,1.6066,0.8650,,,,,,,,,,,,,,,,,,
310.2,583.35,1.6063,0.8643,,,,,,,,,,,,,,,,,,
310.5,583.65,1.6059,0.8634,,,,,,,,,,,,,,,,,,
310.8,583.95,1.6056,0.8627,,,,,,,,,,,,,,,,,,
311.1,584.25,1.6052,0.8618,,,,,,,,,,,,,,,,,,
311.4,584.55,1.6049,0.8611,,,,,,,,,,,,,,,,,,
311.7,584.85,1.6045,0.8602,,,,,,,,,,,,,,,,,,
312.0,585.15,1.6041,0.8595,,,,,,,,,,,,,,,,,,
312.3,585.45,1.6038,0.8586,,,,,,,,,,,,,,,,,,
312.6,585.75,1.6034,0.8579,,,,,,,,,,,,,,,,,,
312.9,586.05,1.6031,0.8570,,,,,,,,,,,,,,,,,,
313.2,586.35,1.6027,0.8563,,,,,,,,,,,,,,,,,,
313.5,586.65,1.6024,0.8554,,,,,,,,,,,,,,,,,,
313.8,586.95,1.6020,0.8547,,,,,,,,,,,,,,,,,,
314.1,587.25,1.6017,0.8538,,,,,,,,,,,,,,,,,,
314.4,587.55,1.6013,0.8532,,,,,,,,,,,,,,,,,,
314.7,587.85,1.6009,0.8522,,,,,,,,,,,,,,,,,,
315.0,588.15,1.6006,0.8516,,,,,,,,,,,,,,,,,,
315.3,588.45,1.6002,0.8507,,,,,,,,,,,,,,,,,,
315.6,588.75,1.5999,0.8500,,,,,,,,,,,,,,,,,,
315.9,589.05,1.5995,0.8491,,,,,,,,,,,,,,,,,,
316.2,589.35,1.5991,0.8484,,,,,,,,,,,,,,,,,,
316.5,589.65,1.5988,0.8475,,,,,,,,,,,,,,,,,,
316.8,589.95,1.5984,0.8468,,,,,,,,,,,,,,,,,,
317.1,590.25,1.5981,0.8459,,,,,,,,,,,,,,,,,,
317.4,590.55,1.5977,0.8453,,,,,,,,,,,,,,,,,,
317.7,590.85,1.5973,0.8444,,,,,,,,,,,,,,,,,,
318.0,591.15,1.5970,0.8437,,,,,,,,,,,,,,,,,,
318.3,591.45,1.5966,0.8428,,,,,,,,,,,,,,,,,,
318.6,591.75,1.5963,0.8422,,,,,,,,,,,,,,,,,,
318.9,592.05,1.5959,0.8413,,,,,,,,,,,,,,,,,,
319.2,592.35,1.5955,0.8406,,,,,,,,,,,,,,,,,,
319.5,592.65,1.5952,0.8397,,,,,,,,,,,,,,,,,,
319.8,592.95,1.5948,0.8391,,,,,,,,,,,,,,,,,,
320.1,593.25,1.5945,0.8382,,,,,,,,,,,,,,,,,,
320.4,593.55,1.5941,0.8375,,,,,,,,,,,,,,,,,,
320.7,593.85,1.5937,0.8366,,,,,,,,,,,,,,,,,,
321.0,594.15,1.5934,0.8360,,,,,,,,,,,,,,,,,,
321.3,594.45,1.5930,0.8351,,,,,,,,,,,,,,,,,,
321.6,594.75,1.5926,0.8344,,,,,,,,,,,,,,,,,,
321.9,595.05,1.5923,0.8335,,,,,,,,,,,,,,,,,,
322.2,595.35,1.5919,0.8329,,,,,,,,,,,,,,,,,,
322.5,595.65,1.5916,0.8320,,,,,,,,,,,,,,,,,,
322.8,595.95,1.5912,0.8314,,,,,,,,,,,,,,,,,,
323.1,596.25,1.5908,0.8305,,,,,,,,,,,,,,,,,,
323.4,596.55,1.5905,0.8298,,,,,,,,,,,,,,,,,,
323.7,596.85,1.5901,0.8289,,,,,,,,,,,,,,,,,,
324.0,597.15,1.5897,0.8283,,,,,,,,,,,,,,,,,,
324.3,597.45,1.5894,0.8274,,,,,,,,,,,,,,,,,,
324.6,597.75,1.5890,0.8268,,,,,,,,,,,,,,,,,,
324.9,598.05,1.5886,0.8259,,,,,,,,,,,,,,,,,,
325.2,598.35,1.5883,0.8253,,,,,,,,,,,,,,,,,,
325.5,598.65,1.5879,0.8244,,,,,,,,,,,,,,,,,,
325.8,598.95,1.5875,0.8238,,,,,,,,,,,,,,,,,,
326.1,599.25,1.5872,0.8229,,,,,,,,,,,,,,,,,,
326.4,599.55,1.5868,0.8222,,,,,,,,,,,,,,,,,,
326.7,599.85,1.5864,0.8214,,,,,,,,,,,,,,,,,,
327.0,600.15,1.5861,0.8207,,,,,,,,,,,,,,,,,,
327.3,600.45,1.5857,0.8199,,,,,,,,,,,,,,,,,,
327.6,600.75,1.5853,0.8192,,,,,,,,,,,,,,,,,,
327.9,601.05,1.5850,0.8184,,,,,,,,,,,,,,,,,,
328.2,601.35,1.5846,0.8177,,,,,,,,,,,,,,,,,,
328.5,601.65,1.5842,0.8169,,,,,,,,,,,,,,,,,,
328.8,601.95,1.5839,0.8163,,,,,,,,,,,,,,,,,,
329.1,602.25,1.5835,0.8154,,,,,,,,,,,,,,,,,,
329.4,602.55,1.5831,0.8148,,,,,,,,,,,,,,,,,,
329.7,602.85,1.5828,0.8139,,,,,,,,,,,,,,,,,,
330.0,603.15,1.5824,0.8133,,,,,,,,,,,,,,,,,,
330.3,603.45,1.5820,0.8124,,,,,,,,,,,,,,,,,,
330.6,603.75,1.5817,0.8118,,,,,,,,,,,,,,,,,,
330.9,604.05,1.5813,0.8110,,,,,,,,,,,,,,,,,,
331.2,604.35,1.5809,0.8103,,,,,,,,,,,,,,,,,,
331.5,604.65,1.5805,0.8095,,,,,,,,,,,,,,,,,,
331.8,604.95,1.5802,0.8089,,,,,,,,,,,,,,,,,,
332.1,605.25,1.5798,0.8080,,,,,,,,,,,,,,,,,,
332.4,605.55,1.5794,0.8074,,,,,,,,,,,,,,,,,,
332.7,605.85,1.5791,0.8065,,,,,,,,,,,,,,,,,,
333.0,606.15,1.5787,0.8059,,,,,,,,,,,,,,,,,,
333.3,606.45,1.5783,0.8051,,,,,,,,,,,,,,,,,,
333.6,606.75,1.5779,0.8045,,,,,,,,,,,,,,,,,,
333.9,607.05,1.5776,0.8036,,,,,,,,,,,,,,,,,,
334.2,607.35,1.5772,0.8030,,,,,,,,,,,,,,,,,,
334.5,607.65,1.5768,0.8022,,,,,,,,,,,,,,,,,,
334.8,607.95,1.5765,0.8016,,,,,,,,,,,,,,,,,,
335.1,608.25,1.5761,0.8007,,,,,,,,,,,,,,,,,,
335.4,608.55,1.5757,0.8001,,,,,,,,,,,,,,,,,,
335.7,608.85,1.5753,0.7993,,,,,,,,,,,,,,,,,,
336.0,609.15,1.5750,0.7987,,,,,,,,,,,,,,,,,,
336.3,609.45,1.5746,0.7979,,,,,,,,,,,,,,,,,,
336.6,609.75,1.5742,0.7973,,,,,,,,,,,,,,,,,,
336.9,610.05,1.5739,0.7964,,,,,,,,,,,,,,,,,,
337.2,610.35,1.5735,0.7958,,,,,,,,,,,,,,,,,,
337.5,610.65,1.5731,0.7950,,,,,,,,,,,,,,,,,,
337.8,610.95,1.5727,0.7944,,,,,,,,,,,,,,,,,,
338.1,611.25,1.5724,0.7936,,,,,,,,,,,,,,,,,,
338.4,611.55,1.5720,0.7930,,,,,,,,,,,,,,,,,,
338.7,611.85,1.5716,0.7922,,,,,,,,,,,,,,,,,,
339.0,612.15,1.5712,0.7916,,,,,,,,,,,,,,,,,,
339.3,612.45,1.5709,0.7908,,,,,,,,,,,,,,,,,,
339.6,612.75,1.5705,0.7902,,,,,,,,,,,,,,,,,,
339.9,613.05,1.5701,0.7894,,,,,,,,,,,,,,,,,,
340.2,613.35,1.5697,0.7888,,,,,,,,,,,,,,,,,,
340.5,613.65,1.5694,0.7880,,,,,,,,,,,,,,,,,,
340.8,613.95,1.5690,0.7874,,,,,,,,,,,,,,,,,,
341.1,614.25,1.5686,0.7866,,,,,,,,,,,,,,,,,,
341.4,614.55,1.5682,0.7860,,,,,,,,,,,,,,,,,,
341.7,614.85,1.5679,0.7852,,,,,,,,,,,,,,,,,,
342.0,615.15,1.5675,0.7846,,,,,,,,,,,,,,,,,,
342.3,615.45,1.5671,0.7838,,,,,,,,,,,,,,,,,,
342.6,615.75,1.5667,0.7832,,,,,,,,,,,,,,,,,,
342.9,616.05,1.5663,0.7824,,,,,,,,,,,,,,,,,,
343.2,616.35,1.5660,0.7818,,,,,,,,,,,,,,,,,,
343.5,616.65,1.5656,0.7810,,,,,,,,,,,,,,,,,,
343.8,616.95,1.5652,0.7805,,,,,,,,,,,,,,,,,,
344.1,617.25,1.5648,0.7796,,,,,,,,,,,,,,,,,,
344.4,617.55,1.5645,0.7791,,,,,,,,,,,,,,,,,,
344.7,617.85,1.5641,0.7783,,,,,,,,,,,,,,,,,,
345.0,618.15,1.5637,0.7777,,,,,,,,,,,,,,,,,,
345.3,618.45,1.5633,0.7769,,,,,,,,,,,,,,,,,,
345.6,618.75,1.5630,0.7764,,,,,,,,,,,,,,,,,,
345.9,619.05,1.5626,0.7756,,,,,,,,,,,,,,,,,,
346.2,619.35,1.5622,0.7750,,,,,,,,,,,,,,,,,,
346.5,619.65,1.5618,0.7742,,,,,,,,,,,,,,,,,,
346.8,619.95,1.5614,0.7737,,,,,,,,,,,,,,,,,,
347.1,620.25,1.5611,0.7729,,,,,,,,,,,,,,,,,,
347.4,620.55,1.5607,0.7723,,,,,,,,,,,,,,,,,,
347.7,620.85,1.5603,0.7715,,,,,,,,,,,,,,,,,,
348.0,621.15,1.5599,0.7710,,,,,,,,,,,,,,,,,,
348.3,621.45,1.5596,0.7702,,,,,,,,,,,,,,,,,,
348.6,621.75,1.5592,0.7696,,,,,,,,,,,,,,,,,,
348.9,622.05,1.5588,0.7688,,,,,,,,,,,,,,,,,,
349.2,622.35,1.5584,0.7683,,,,,,,,,,,,,,,,,,
349.5,622.65,1.5580,0.7675,,,,,,,,,,,,,,,,,,
349.8,622.95,1.5577,0.7670,,,,,,,,,,,,,,,,,,
350.1,623.25,1.5573,0.7662,,,,,,,,,,,,,,,,,,
350.4,623.55,1.5569,0.7657,,,,,,,,,,,,,,,,,,
350.7,623.85,1.5565,0.7649,,,,,,,,,,,,,,,,,,
351.0,624.15,1.5561,0.7644,,,,,,,,,,,,,,,,,,
351.3,624.45,1.5558,0.7636,,,,,,,,,,,,,,,,,,
351.6,624.75,1.5554,0.7631,,,,,,,,,,,,,,,,,,
351.9,625.05,1.5550,0.7623,,,,,,,,,,,,,,,,,,
352.2,625.35,1.5546,0.7618,,,,,,,,,,,,,,,,,,
352.5,625.65,1.5542,0.7610,,,,,,,,,,,,,,,,,,
352.8,625.95,1.5539,0.7605,,,,,,,,,,,,,,,,,,
353.1,626.25,1.5535,0.7597,,,,,,,,,,,,,,,,,,
353.4,626.55,1.5531,0.7592,,,,,,,,,,,,,,,,,,
353.7,626.85,1.5527,0.7584,,,,,,,,,,,,,,,,,,
354.0,627.15,1.5523,0.7579,,,,,,,,,,,,,,,,,,
354.3,627.45,1.5520,0.7571,,,,,,,,,,,,,,,,,,
354.6,627.75,1.5516,0.7566,,,,,,,,,,,,,,,,,,
354.9,628.05,1.5512,0.7558,,,,,,,,,,,,,,,,,,
355.2,628.35,1.5508,0.7553,,,,,,,,,,,,,,,,,,
355.5,628.65,1.5504,0.7546,,,,,,,,,,,,,,,,,,
355.8,628.95,1.5500,0.7541,,,,,,,,,,,,,,,,,,
356.1,629.25,1.5497,0.7533,,,,,,,,,,,,,,,,,,
356.4,629.55,1.5493,0.7528,,,,,,,,,,,,,,,,,,
356.7,629.85,1.5489,0.7520,,,,,,,,,,,,,,,,,,
357.0,630.15,1.5485,0.7515,,,,,,,,,,,,,,,,,,
357.3,630.45,1.5481,0.7508,,,,,,,,,,,,,,,,,,
357.6,630.75,1.5478,0.7503,,,,,,,,,,,,,,,,,,
357.9,631.05,1.5474,0.7495,,,,,,,,,,,,,,,,,,
358.2,631.35,1.5470,0.7490,,,,,,,,,,,,,,,,,,
358.5,631.65,1.5466,0.7483,,,,,,,,,,,,,,,,,,
358.8,631.95,1.5462,0.7478,,,,,,,,,,,,,,,,,,
359.1,632.25,1.5459,0.7471,,,,,,,,,,,,,,,,,,
359.4,632.55,1.5455,0.7466,,,,,,,,,,,,,,,,,,
359.7,632.85,1.5451,0.7458,,,,,,,,,,,,,,,,,,
360.0,633.15,1.5447,0.7453,,,,,,,,,,,,,,,,,,
360.3,633.45,1.5443,0.7446,,,,,,,,,,,,,,,,,,
360.6,633.75,1.5439,0.7441,,,,,,,,,,,,,,,,,,
360.9,634.05,1.5436,0.7434,,,,,,,,,,,,,,,,,,
361.2,634.35,1.5432,0.7429,,,,,,,,,,,,,,,,,,
361.5,634.65,1.5428,0.7422,,,,,,,,,,,,,,,,,,
361.8,634.95,1.5424,0.7417,,,,,,,,,,,,,,,,,,
362.1,635.25,1.5420,0.7409,,,,,,,,,,,,,,,,,,
362.4,635.55,1.5416,0.7405,,,,,,,,,,,,,,,,,,
362.7,635.85,1.5413,0.7397,,,,,,,,,,,,,,,,,,
363.0,636.15,1.5409,0.7393,,,,,,,,,,,,,,,,,,
363.3,636.45,1.5405,0.7385,,,,,,,,,,,,,,,,,,
363.6,636.75,1.5401,0.7381,,,,,,,,,,,,,,,,,,
363.9,637.05,1.5397,0.7373,,,,,,,,,,,,,,,,,,
364.2,637.35,1.5393,0.7369,,,,,,,,,,,,,,,,,,
364.5,637.65,1.5390,0.7362,,,,,,,,,,,,,,,,,,
364.8,637.95,1.5386,0.7357,,,,,,,,,,,,,,,,,,
365.1,638.25,1.5382,0.7350,,,,,,,,,,,,,,,,,,
365.4,638.55,1.5378,0.7345,,,,,,,,,,,,,,,,,,
365.7,638.85,1.5374,0.7338,,,,,,,,,,,,,,,,,,
366.0,639.15,1.5370,0.7333,,,,,,,,,,,,,,,,,,
366.3,639.45,1.5367,0.7326,,,,,,,,,,,,,,,,,,
366.6,639.75,1.5363,0.7322,,,,,,,,,,,,,,,,,,
366.9,640.05,1.5359,0.7315,,,,,,,,,,,,,,,,,,
367.2,640.35,1.5355,0.7310,,,,,,,,,,,,,,,,,,
367.5,640.65,1.5351,0.7303,,,,,,,,,,,,,,,,,,
367.8,640.95,1.5347,0.7299,,,,,,,,,,,,,,,,,,
368.1,641.25,1.5344,0.7292,,,,,,,,,,,,,,,,,,
368.4,641.55,1.5340,0.7287,,,,,,,,,,,,,,,,,,
368.7,641.85,1.5336,0.7280,,,,,,,,,,,,,,,,,,
369.0,642.15,1.5332,0.7276,,,,,,,,,,,,,,,,,,
369.3,642.45,1.5328,0.7269,,,,,,,,,,,,,,,,,,
369.6,642.75,1.5324,0.7264,,,,,,,,,,,,,,,,,,
369.9,643.05,1.5320,0.7257,,,,,,,,,,,,,,,,,,
370.2,643.35,1.5317,0.7253,,,,,,,,,,,,,,,,,,
370.5,643.65,1.5313,0.7246,,,,,,,,,,,,,,,,,,
370.8,643.95,1.5309,0.7242,,,,,,,,,,,,,,,,,,
371.1,644.25,1.5305,0.7235,,,,,,,,,,,,,,,,,,
371.4,644.55,1.5301,0.7231,,,,,,,,,,,,,,,,,,
371.7,644.85,1.5297,0.7224,,,,,,,,,,,,,,,,,,
372.0,645.15,1.5294,0.7219,,,,,,,,,,,,,,,,,,
372.3,645.45,1.5290,0.7212,,,,,,,,,,,,,,,,,,
372.6,645.75,1.5286,0.7208,,,,,,,,,,,,,,,,,,
372.9,646.05,1.5282,0.7201,,,,,,,,,,,,,,,,,,
373.2,646.35,1.5278,0.7197,,,,,,,,,,,,,,,,,,
373.5,646.65,1.5274,0.7190,,,,,,,,,,,,,,,,,,
373.8,646.95,1.5271,0.7186,,,,,,,,,,,,,,,,,,
374.1,647.25,1.5267,0.7180,,,,,,,,,,,,,,,,,,
374.4,647.55,1.5263,0.7175,,,,,,,,,,,,,,,,,,
374.7,647.85,1.5259,0.7169,,,,,,,,,,,,,,,,,,
375.0,648.15,1.5255,0.7165,,,,,,,,,,,,,,,,,,
375.3,648.45,1.5251,0.7158,,,,,,,,,,,,,,,,,,
375.6,648.75,1.5247,0.7154,,,,,,,,,,,,,,,,,,
375.9,649.05,1.5244,0.7147,,,,,,,,,,,,,,,,,,
376.2,649.35,1.5240,0.7143,,,,,,,,,,,,,,,,,,
376.5,649.65,1.5236,0.7136,,,,,,,,,,,,,,,,,,
376.8,649.95,1.5232,0.7132,,,,,,,,,,,,,,,,,,
377.1,650.25,1.5228,0.7126,,,,,,,,,,,,,,,,,,
377.4,650.55,1.5224,0.7122,,,,,,,,,,,,,,,,,,
377.7,650.85,1.5221,0.7115,,,,,,,,,,,,,,,,,,
378.0,651.15,1.5217,0.7111,,,,,,,,,,,,,,,,,,
378.3,651.45,1.5213,0.7105,,,,,,,,,,,,,,,,,,
378.6,651.75,1.5209,0.7101,,,,,,,,,,,,,,,,,,
378.9,652.05,1.5205,0.7094,,,,,,,,,,,,,,,,,,
379.2,652.35,1.5201,0.7090,,,,,,,,,,,,,,,,,,
379.5,652.65,1.5197,0.7084,,,,,,,,,,,,,,,,,,
379.8,652.95,1.5194,0.7080,,,,,,,,,,,,,,,,,,
380.1,653.25,1.5190,0.7074,,,,,,,,,,,,,,,,,,
380.4,653.55,1.5186,0.7070,,,,,,,,,,,,,,,,,,
380.7,653.85,1.5182,0.7063,,,,,,,,,,,,,,,,,,
381.0,654.15,1.5178,0.7060,,,,,,,,,,,,,,,,,,
381.3,654.45,1.5174,0.7053,,,,,,,,,,,,,,,,,,
381.6,654.75,1.5171,0.7049,,,,,,,,,,,,,,,,,,
381.9,655.05,1.5167,0.7043,,,,,,,,,,,,,,,,,,
382.2,655.35,1.5163,0.7039,,,,,,,,,,,,,,,,,,
382.5,655.65,1.5159,0.7033,,,,,,,,,,,,,,,,,,
382.8,655.95,1.5155,0.7029,,,,,,,,,,,,,,,,,,
383.1,656.25,1.5151,0.7023,,,,,,,,,,,,,,,,,,
383.4,656.55,1.5147,0.7019,,,,,,,,,,,,,,,,,,
383.7,656.85,1.5144,0.7013,,,,,,,,,,,,,,,,,,
384.0,657.15,1.5140,0.7009,,,,,,,,,,,,,,,,,,
384.3,657.45,1.5136,0.7003,,,,,,,,,,,,,,,,,,
384.6,657.75,1.5132,0.7000,,,,,,,,,,,,,,,,,,
384.9,658.05,1.5128,0.6993,,,,,,,,,,,,,,,,,,
385.2,658.35,1.5124,0.6990,,,,,,,,,,,,,,,,,,
385.5,658.65,1.5121,0.6984,,,,,,,,,,,,,,,,,,
385.8,658.95,1.5117,0.6980,,,,,,,,,,,,,,,,,,
386.1,659.25,1.5113,0.6974,,,,,,,,,,,,,,,,,,
386.4,659.55,1.5109,0.6970,,,,,,,,,,,,,,,,,,
386.7,659.85,1.5105,0.6964,,,,,,,,,,,,,,,,,,
387.0,660.15,1.5101,0.6961,,,,,,,,,,,,,,,,,,
387.3,660.45,1.5098,0.6955,,,,,,,,,,,,,,,,,,
387.6,660.75,1.5094,0.6951,,,,,,,,,,,,,,,,,,
387.9,661.05,1.5090,0.6945,,,,,,,,,,,,,,,,,,
388.2,661.35,1.5086,0.6942,,,,,,,,,,,,,,,,,,
388.5,661.65,1.5082,0.6936,,,,,,,,,,,,,,,,,,
388.8,661.95,1.5078,0.6932,,,,,,,,,,,,,,,,,,
389.1,662.25,1.5075,0.6926,,,,,,,,,,,,,,,,,,
389.4,662.55,1.5071,0.6923,,,,,,,,,,,,,,,,,,
389.7,662.85,1.5067,0.6917,,,,,,,,,,,,,,,,,,
390.0,663.15,1.5063,0.6914,,,,,,,,,,,,,,,,,,
390.3,663.45,1.5059,0.6908,,,,,,,,,,,,,,,,,,
390.6,663.75,1.5055,0.6905,,,,,,,,,,,,,,,,,,
390.9,664.05,1.5052,0.6899,,,,,,,,,,,,,,,,,,
391.2,664.35,1.5048,0.6895,,,,,,,,,,,,,,,,,,
391.5,664.65,1.5044,0.6890,,,,,,,,,,,,,,,,,,
391.8,664.95,1.5040,0.6886,,,,,,,,,,,,,,,,,,
392.1,665.25,1.5036,0.6881,,,,,,,,,,,,,,,,,,
392.4,665.55,1.5032,0.6877,,,,,,,,,,,,,,,,,,
392.7,665.85,1.5029,0.6871,,,,,,,,,,,,,,,,,,
393.0,666.15,1.5025,0.6868,,,,,,,,,,,,,,,,,,
393.3,666.45,1.5021,0.6863,,,,,,,,,,,,,,,,,,
393.6,666.75,1.5017,0.6859,,,,,,,,,,,,,,,,,,
393.9,667.05,1.5013,0.6854,,,,,,,,,,,,,,,,,,
394.2,667.35,1.5009,0.6851,,,,,,,,,,,,,,,,,,
394.5,667.65,1.5006,0.6845,,,,,,,,,,,,,,,,,,
394.8,667.95,1.5002,0.6842,,,,,,,,,,,,,,,,,,
395.1,668.25,1.4998,0.6836,,,,,,,,,,,,,,,,,,
395.4,668.55,1.4994,0.6833,,,,,,,,,,,,,,,,,,
395.7,668.85,1.4990,0.6828,,,,,,,,,,,,,,,,,,
396.0,669.15,1.4986,0.6824,,,,,,,,,,,,,,,,,,
396.3,669.45,1.4983,0.6819,,,,,,,,,,,,,,,,,,
396.6,669.75,1.4979,0.6816,,,,,,,,,,,,,,,,,,
396.9,670.05,1.4975,0.6810,,,,,,,,,,,,,,,,,,
397.2,670.35,1.4971,0.6807,,,,,,,,,,,,,,,,,,
397.5,670.65,1.4967,0.6802,,,,,,,,,,,,,,,,,,
397.8,670.95,1.4964,0.6799,,,,,,,,,,,,,,,,,,
398.1,671.25,1.4960,0.6793,,,,,,,,,,,,,,,,,,
398.4,671.55,1.4956,0.6791,,,,,,,,,,,,,,,,,,
398.7,671.85,1.4952,0.6785,,,,,,,,,,,,,,,,,,
399.0,672.15,1.4948,0.6782,,,,,,,,,,,,,,,,,,
399.3,672.45,1.4944,0.6777,,,,,,,,,,,,,,,,,,
399.6,672.75,1.4941,0.6774,,,,,,,,,,,,,,,,,,
399.9,673.05,1.4937,0.6769,,,,,,,,,,,,,,,,,,
400.2,673.35,1.4933,0.6766,,,,,,,,,,,,,,,,,,
400.5,673.65,1.4929,0.6760,,,,,,,,,,,,,,,,,,
400.8,673.95,1.4925,0.6758,,,,,,,,,,,,,,,,,,
401.1,674.25,1.4922,0.6752,,,,,,,,,,,,,,,,,,
401.4,674.55,1.4918,0.6750,,,,,,,,,,,,,,,,,,
401.7,674.85,1.4914,0.6744,,,,,,,,,,,,,,,,,,
402.0,675.15,1.4910,0.6742,,,,,,,,,,,,,,,,,,
402.3,675.45,1.4906,0.6736,,,,,,,,,,,,,,,,,,
402.6,675.75,1.4903,0.6734,,,,,,,,,,,,,,,,,,
402.9,676.05,1.4899,0.6728,,,,,,,,,,,,,,,,,,
403.2,676.35,1.4895,0.6726,,,,,,,,,,,,,,,,,,
403.5,676.65,1.4891,0.6721,,,,,,,,,,,,,,,,,,
403.8,676.95,1.4887,0.6718,,,,,,,,,,,,,,,,,,
404.1,677.25,1.4884,0.6713,,,,,,,,,,,,,,,,,,
404.4,677.55,1.4880,0.6710,,,,,,,,,,,,,,,,,,
404.7,677.85,1.4876,0.6705,,,,,,,,,,,,,,,,,,
405.0,678.15,1.4872,0.6703,,,,,,,,,,,,,,,,,,
405.3,678.45,1.4868,0.6697,,,,,,,,,,,,,,,,,,
405.6,678.75,1.4865,0.6695,,,,,,,,,,,,,,,,,,
405.9,679.05,1.4861,0.6690,,,,,,,,,,,,,,,,,,
406.2,679.35,1.4857,0.6687,,,,,,,,,,,,,,,,,,
406.5,679.65,1.4853,0.6682,,,,,,,,,,,,,,,,,,
406.8,679.95,1.4849,0.6680,,,,,,,,,,,,,,,,,,
407.1,680.25,1.4846,0.6675,,,,,,,,,,,,,,,,,,
407.4,680.55,1.4842,0.6672,,,,,,,,,,,,,,,,,,
407.7,680.85,1.4838,0.6667,,,,,,,,,,,,,,,,,,
408.0,681.15,1.4834,0.6665,,,,,,,,,,,,,,,,,,
408.3,681.45,1.4831,0.6660,,,,,,,,,,,,,,,,,,
408.6,681.75,1.4827,0.6658,,,,,,,,,,,,,,,,,,
408.9,682.05,1.4823,0.6653,,,,,,,,,,,,,,,,,,
409.2,682.35,1.4819,0.6651,,,,,,,,,,,,,,,,,,
409.5,682.65,1.4815,0.6646,,,,,,,,,,,,,,,,,,
409.8,682.95,1.4812,0.6643,,,,,,,,,,,,,,,,,,
410.1,683.25,1.4808,0.6639,,,,,,,,,,,,,,,,,,
410.4,683.55,1.4804,0.6636,,,,,,,,,,,,,,,,,,
410.7,683.85,1.4800,0.6631,,,,,,,,,,,,,,,,,,
411.0,684.15,1.4797,0.6629,,,,,,,,,,,,,,,,,,
411.3,684.45,1.4793,0.6624,,,,,,,,,,,,,,,,,,
411.6,684.75,1.4789,0.6622,,,,,,,,,,,,,,,,,,
411.9,685.05,1.4785,0.6618,,,,,,,,,,,,,,,,,,
412.2,685.35,1.4781,0.6615,,,,,,,,,,,,,,,,,,
412.5,685.65,1.4778,0.6611,,,,,,,,,,,,,,,,,,
412.8,685.95,1.4774,0.6609,,,,,,,,,,,,,,,,,,
413.1,686.25,1.4770,0.6604,,,,,,,,,,,,,,,,,,
413.4,686.55,1.4766,0.6602,,,,,,,,,,,,,,,,,,
413.7,686.85,1.4763,0.6597,,,,,,,,,,,,,,,,,,
414.0,687.15,1.4759,0.6595,,,,,,,,,,,,,,,,,,
414.3,687.45,1.4755,0.6590,,,,,,,,,,,,,,,,,,
414.6,687.75,1.4751,0.6588,,,,,,,,,,,,,,,,,,
414.9,688.05,1.4748,0.6584,,,,,,,,,,,,,,,,,,
415.2,688.35,1.4744,0.6582,,,,,,,,,,,,,,,,,,
415.5,688.65,1.4740,0.6577,,,,,,,,,,,,,,,,,,
415.8,688.95,1.4736,0.6575,,,,,,,,,,,,,,,,,,
416.1,689.25,1.4733,0.6571,,,,,,,,,,,,,,,,,,
416.4,689.55,1.4729,0.6569,,,,,,,,,,,,,,,,,,
416.7,689.85,1.4725,0.6564,,,,,,,,,,,,,,,,,,
417.0,690.15,1.4721,0.6562,,,,,,,,,,,,,,,,,,
417.3,690.45,1.4718,0.6558,,,,,,,,,,,,,,,,,,
417.6,690.75,1.4714,0.6556,,,,,,,,,,,,,,,,,,
417.9,691.05,1.4710,0.6552,,,,,,,,,,,,,,,,,,
418.2,691.35,1.4706,0.6550,,,,,,,,,,,,,,,,,,
418.5,691.65,1.4703,0.6545,,,,,,,,,,,,,,,,,,
418.8,691.95,1.4699,0.6544,,,,,,,,,,,,,,,,,,
419.1,692.25,1.4695,0.6539,,,,,,,,,,,,,,,,,,
419.4,692.55,1.4692,0.6538,,,,,,,,,,,,,,,,,,
419.7,692.85,1.4688,0.6533,,,,,,,,,,,,,,,,,,
420.0,693.15,1.4684,0.6531,,,,,,,,,,,,,,,,,,
420.3,693.45,1.4680,0.6527,,,,,,,,,,,,,,,,,,
420.6,693.75,1.4677,0.6525,,,,,,,,,,,,,,,,,,
420.9,694.05,1.4673,0.6521,,,,,,,,,,,,,,,,,,
421.2,694.35,1.4669,0.6519,,,,,,,,,,,,,,,,,,
421.5,694.65,1.4666,0.6515,,,,,,,,,,,,,,,,,,
421.8,694.95,1.4662,0.6514,,,,,,,,,,,,,,,,,,
422.1,695.25,1.4658,0.6509,,,,,,,,,,,,,,,,,,
422.4,695.55,1.4654,0.6508,,,,,,,,,,,,,,,,,,
422.7,695.85,1.4651,0.6504,,,,,,,,,,,,,,,,,,
423.0,696.15,1.4647,0.6502,,,,,,,,,,,,,,,,,,
423.3,696.45,1.4643,0.6498,,,,,,,,,,,,,,,,,,
423.6,696.75,1.4639,0.6496,,,,,,,,,,,,,,,,,,
423.9,697.05,1.4636,0.6492,,,,,,,,,,,,,,,,,,
424.2,697.35,1.4632,0.6491,,,,,,,,,,,,,,,,,,
424.5,697.65,1.4628,0.6487,,,,,,,,,,,,,,,,,,
