Time (s),Mass (g),MLR (g/s),TC back 1 (K),TC back 2 (K),TC back 3 (K)
2451,36.01,0.01,640.15,641.05,624.65
2452,36.00,0.01,640.25,641.05,624.85
2453,35.98,0.02,640.35,641.15,624.85
2454,35.99,0.02,640.45,641.15,625.05
2455,35.96,0.02,640.45,641.25,625.15
2456,35.94,0.01,640.55,641.25,625.25
2457,35.95,0.01,640.65,641.25,625.35
2458,35.93,0.03,640.65,641.35,625.45
2459,35.92,0.01,640.75,641.35,625.45
2460,35.90,0.00,640.85,641.45,625.55
2461,35.90,0.02,640.95,641.55,625.75
2462,35.89,0.02,640.95,641.55,625.85
2463,35.89,0.00,641.05,641.55,625.95
2464,35.87,0.00,641.15,641.65,626.05
2465,35.85,0.01,641.15,641.65,626.15
2466,35.83,0.01,641.25,641.65,626.25
2467,35.82,0.02,641.35,641.75,626.35
2468,35.81,0.02,641.35,641.75,626.35
2469,35.78,0.01,641.45,641.75,626.45
2470,35.78,0.01,641.45,641.85,626.45
2471,35.77,0.02,641.55,641.85,626.55
2472,35.75,0.01,641.65,641.95,626.65
2473,35.74,0.00,641.75,641.95,626.75
2474,35.73,0.02,641.75,642.05,626.85
2475,35.71,0.02,641.75,642.05,626.95
2476,35.70,0.01,641.85,642.05,627.05
2477,35.69,0.01,641.85,642.05,627.05
2478,35.68,0.01,641.95,642.15,627.15
2479,35.67,0.01,642.05,642.15,627.05
2480,35.65,0.01,642.15,642.15,626.95
2481,35.63,0.01,642.15,642.25,626.75
2482,35.64,0.02,642.25,642.35,626.05
2483,35.62,0.02,642.35,642.35,625.75
2484,35.59,0.00,642.35,642.35,625.35
2485,35.56,0.01,642.45,642.45,625.15
2486,35.55,0.02,642.55,642.45,625.15
2487,35.54,0.03,642.55,642.45,625.05
2488,35.51,0.02,642.65,642.55,624.95
2489,35.49,0.01,642.75,642.65,624.95
2490,35.49,0.02,642.75,642.65,624.95
2491,35.47,0.03,642.85,642.75,624.85
2492,35.47,0.01,642.85,642.75,624.75
2493,35.46,0.01,642.95,642.75,623.85
2494,35.45,0.01,643.05,642.75,621.65
2495,35.43,0.00,643.05,642.85,621.25
2496,35.41,0.01,643.15,642.85,621.05
2497,35.39,0.02,643.15,642.85,621.05
2498,35.38,0.02,643.25,642.95,620.95
2499,35.37,0.02,643.35,642.95,620.95
2500,35.35,0.02,643.35,642.95,620.95
2501,35.33,0.01,643.45,642.95,621.05
2502,35.33,0.01,643.45,643.05,621.05
2503,35.32,0.02,643.55,643.05,621.05
2504,35.32,0.01,643.55,643.15,621.05
2505,35.31,0.00,643.65,643.15,621.05
2506,35.28,0.00,643.65,643.15,621.15
2507,35.28,0.01,643.75,643.25,621.15
2508,35.26,0.02,643.75,643.25,621.25
2509,35.26,0.01,643.85,643.25,621.25
2510,35.26,0.01,643.85,643.35,621.25
2511,35.24,0.02,643.95,643.35,621.25
2512,35.23,-0.00,643.95,643.35,621.25
2513,35.22,0.01,643.95,643.35,621.35
2514,35.21,0.02,644.05,643.45,621.35
2515,35.19,0.01,644.15,643.45,621.35
2516,35.15,0.01,644.15,643.55,621.35
2517,35.16,0.02,644.15,643.55,621.35
2518,35.17,0.04,644.25,643.55,621.35
2519,35.15,0.01,644.35,643.65,621.35
2520,35.14,-0.02,644.35,643.65,621.35
2521,35.14,0.01,644.45,643.75,621.45
2522,35.13,0.02,644.45,643.75,621.45
2523,35.12,0.01,644.55,643.75,621.55
2524,35.11,0.01,644.55,643.85,621.55
2525,35.10,0.01,644.55,643.75,621.55
2526,35.07,0.01,644.65,643.85,621.55
2527,35.07,0.01,644.75,643.95,621.55
2528,35.07,0.03,644.75,643.95,621.65
2529,35.06,0.01,644.85,643.95,621.65
2530,35.04,-0.01,644.85,643.95,621.75
2531,35.03,0.00,644.85,643.95,621.75
2532,35.03,0.02,644.95,644.15,621.75
2533,35.03,0.02,644.95,644.05,621.75
2534,35.00,0.00,645.05,644.15,621.75
2535,34.98,-0.00,645.05,644.15,621.85
2536,34.98,0.02,645.05,644.15,621.85
2537,34.97,0.03,645.15,644.25,621.85
2538,34.96,0.01,645.15,644.15,621.95
2539,34.95,0.01,645.15,644.25,621.95
2540,34.93,0.01,645.25,644.35,621.95
2541,34.92,0.00,645.25,644.35,621.95
2542,34.92,0.02,645.35,644.35,622.05
2543,34.93,0.02,645.35,644.45,622.05
2544,34.91,0.00,645.45,644.45,622.15
2545,34.90,-0.01,645.45,644.45,622.15
2546,34.88,0.01,645.45,644.45,622.15
2547,34.88,0.02,645.55,644.45,622.15
2548,34.87,0.01,645.55,644.45,622.15
2549,34.86,0.01,645.55,644.55,622.15
2550,34.87,0.01,645.65,644.55,622.15
2551,34.88,0.01,645.65,644.55,622.25
2552,34.85,-0.01,645.75,644.65,622.25
2553,34.84,-0.01,645.75,644.65,622.25
2554,34.83,0.01,645.85,644.75,622.35
2555,34.81,0.02,645.85,644.75,622.35
2556,34.79,0.01,645.95,644.75,622.35
2557,34.78,0.01,645.95,644.85,622.45
2558,34.78,0.02,645.95,644.85,622.45
2559,34.78,0.02,646.05,644.85,622.45
2560,34.77,0.00,646.05,644.85,622.55
2561,34.74,0.00,646.05,644.85,622.55
2562,34.74,0.01,646.15,644.95,622.55
2563,34.73,0.02,646.15,644.95,622.65
2564,34.72,0.02,646.15,644.95,622.65
2565,34.72,0.00,646.15,644.95,622.65
2566,34.70,0.01,646.25,645.05,622.65
2567,34.70,0.01,646.25,645.05,622.65
2568,34.69,0.01,646.35,645.05,622.75
2569,34.69,0.01,646.35,645.05,622.85
2570,34.68,0.00,646.35,645.05,622.85
2571,34.66,0.00,646.35,645.05,622.85
2572,34.64,0.01,646.45,645.05,622.85
2573,34.63,0.01,646.45,645.15,622.95
2574,34.64,0.02,646.45,645.15,623.05
2575,34.63,0.01,646.55,645.25,623.05
2576,34.61,0.00,646.55,645.25,623.15
2577,34.61,0.00,646.55,645.25,623.35
2578,34.61,0.01,646.65,645.25,623.45
2579,34.59,0.01,646.65,645.35,623.45
2580,34.59,-0.00,646.65,645.35,623.55
2581,34.59,0.01,646.65,645.35,623.65
2582,34.58,0.01,646.65,645.35,623.75
2583,34.57,-0.00,646.75,645.35,623.85
2584,34.55,0.00,646.85,645.45,623.85
2585,34.54,0.01,646.85,645.45,623.85
2586,34.52,0.01,646.85,645.55,623.95
2587,34.52,0.01,646.85,645.55,623.85
2588,34.51,0.02,646.95,645.55,623.85
2589,34.50,0.01,646.95,645.55,624.05
2590,34.49,0.01,646.95,645.65,624.15
2591,34.48,0.01,646.95,645.65,624.25
2592,34.51,0.01,647.05,645.65,624.25
2593,34.49,0.01,647.05,645.65,624.25
2594,34.45,-0.01,647.05,645.65,624.35
2595,34.44,-0.01,647.15,645.75,624.35
2596,34.43,0.04,647.15,645.75,624.45
2597,34.44,0.03,647.25,645.75,624.55
2598,34.43,0.01,647.25,645.75,624.65
2599,34.40,0.00,647.25,645.75,624.65
2600,34.43,-0.00,647.25,645.75,624.75
2601,34.47,0.02,647.35,645.85,624.85
2602,34.41,0.00,647.35,645.95,624.85
2603,34.37,-0.05,647.45,645.85,624.95
2604,34.37,0.01,647.45,645.95,624.95
2605,34.37,0.06,647.45,646.05,625.05
2606,34.37,0.02,647.45,645.95,625.15
2607,34.37,-0.00,647.55,646.05,625.25
2608,34.35,-0.00,647.55,646.05,625.25
2609,34.34,0.00,647.55,646.05,625.35
2610,34.33,0.01,647.55,646.05,625.45
2611,34.31,0.01,647.65,646.05,625.45
2612,34.30,0.01,647.65,646.05,625.55
2613,34.30,0.02,647.65,646.15,625.65
2614,34.29,0.01,647.65,646.15,625.75
2615,34.29,0.00,647.65,646.15,625.75
2616,34.28,0.01,647.75,646.15,625.85
2617,34.27,0.01,647.75,646.15,625.85
2618,34.27,0.00,647.75,646.15,625.85
2619,34.26,0.01,647.75,646.15,625.95
2620,34.24,0.01,647.75,646.15,626.05
2621,34.23,0.01,647.75,646.15,626.05
2622,34.24,0.01,647.85,646.25,626.15
2623,34.23,0.02,647.85,646.25,626.15
2624,34.22,-0.00,647.85,646.25,626.15
2625,34.21,0.00,647.95,646.25,626.25
2626,34.21,0.01,647.95,646.35,626.25
2627,34.20,0.01,647.95,646.25,626.25
2628,34.18,0.01,647.95,646.35,626.35
2629,34.17,0.00,648.05,646.35,626.35
2630,34.16,0.01,648.05,646.35,626.25
2631,34.15,0.01,648.05,646.35,626.35
2632,34.14,0.01,648.05,646.45,626.45
2633,34.14,0.01,648.15,646.45,626.55
2634,34.11,0.01,648.15,646.45,626.55
2635,34.10,0.01,648.15,646.45,626.55
2636,34.11,0.01,648.15,646.45,626.65
2637,34.10,0.02,648.25,646.55,626.65
2638,34.06,-0.00,648.25,646.55,626.75
2639,34.07,-0.00,648.25,646.55,626.75
2640,34.07,0.03,648.35,646.65,626.75
2641,34.05,0.02,648.35,646.65,626.85
2642,34.06,-0.01,648.35,646.65,626.95
2643,34.07,0.01,648.35,646.65,626.95
2644,34.06,0.01,648.35,646.65,626.95
2645,34.06,-0.02,648.35,646.65,626.95
2646,34.06,0.00,648.35,646.65,626.95
2647,34.05,0.01,648.45,646.65,627.05
2648,34.02,-0.00,648.45,646.75,627.05
2649,34.02,0.01,648.45,646.75,627.05
2650,34.03,0.02,648.45,646.65,627.15
2651,34.02,0.01,648.45,646.75,627.15
2652,34.00,-0.01,648.55,646.75,627.25
2653,33.99,-0.00,648.55,646.85,627.25
2654,33.98,0.01,648.55,646.75,627.25
2655,33.97,0.02,648.55,646.85,627.35
2656,33.97,0.01,648.65,646.85,627.35
2657,33.95,0.01,648.65,646.85,627.45
2658,33.95,0.00,648.75,646.95,627.55
2659,33.96,0.01,648.75,646.95,627.55
2660,33.95,0.01,648.75,646.95,627.65
2661,33.93,-0.01,648.75,646.95,627.65
2662,33.92,-0.00,648.85,646.95,627.65
2663,33.90,0.02,648.85,647.05,627.65
2664,33.89,0.01,648.85,646.95,627.75
2665,33.91,0.02,648.85,647.05,627.75
2666,33.89,0.02,648.85,647.05,627.75
2667,33.90,-0.01,648.85,647.05,627.85
2668,33.90,-0.00,648.95,647.15,627.85
2669,33.88,0.01,648.95,647.05,627.95
2670,33.88,-0.01,648.95,647.05,627.95
2671,33.87,0.01,648.95,647.15,628.05
2672,33.86,0.01,648.95,647.25,628.05
2673,33.83,0.00,648.95,647.15,628.05
2674,33.81,0.01,648.95,647.15,628.05
2675,33.81,0.02,649.05,647.25,628.05
2676,33.82,0.03,649.05,647.25,628.05
2677,33.82,0.01,649.05,647.15,628.15
2678,33.81,-0.01,649.05,647.15,628.15
2679,33.80,-0.00,649.05,647.15,628.15
2680,33.81,0.01,649.05,647.25,628.15
2681,33.80,0.01,649.05,647.25,628.15
2682,33.79,-0.00,649.05,647.25,628.15
2683,33.79,0.00,649.05,647.25,628.25
2684,33.78,0.01,649.15,647.25,628.25
2685,33.77,0.01,649.15,647.25,628.25
2686,33.76,0.01,649.15,647.25,628.25
2687,33.75,0.01,649.15,647.25,628.25
2688,33.72,0.01,649.25,647.35,628.35
2689,33.68,0.01,649.25,647.35,628.35
2690,33.70,0.02,649.25,647.35,628.45
2691,33.72,0.04,649.25,647.35,628.45
2692,33.72,0.01,649.35,647.45,628.55
2693,33.72,-0.03,649.35,647.45,628.55
2694,33.73,-0.01,649.35,647.45,628.65
2695,33.72,0.00,649.35,647.45,628.65
2696,33.70,-0.01,649.35,647.45,628.65
2697,33.70,-0.00,649.35,647.45,628.75
2698,33.68,0.02,649.45,647.55,628.75
2699,33.66,0.01,649.45,647.45,628.75
2700,33.65,0.01,649.45,647.45,628.85
2701,33.66,0.02,649.45,647.45,628.85
2702,33.66,0.02,649.45,647.55,628.85
2703,33.64,-0.01,649.45,647.55,628.95
2704,33.64,-0.00,649.55,647.55,628.95
2705,33.64,0.01,649.55,647.55,628.95
2706,33.64,0.01,649.55,647.65,628.95
2707,33.64,0.00,649.55,647.65,629.05
2708,33.64,-0.00,649.55,647.65,629.05
2709,33.63,-0.00,649.65,647.65,629.15
2710,33.62,0.00,649.65,647.65,629.15
2711,33.61,0.01,649.65,647.65,629.25
2712,33.60,0.01,649.65,647.65,629.25
2713,33.59,0.01,649.75,647.75,629.25
2714,33.58,0.01,649.75,647.65,629.25
2715,33.57,0.01,649.75,647.65,629.35
2716,33.57,0.01,649.75,647.75,629.45
2717,33.57,0.01,649.75,647.75,629.45
2718,33.56,0.00,649.75,647.65,629.45
2719,33.57,-0.00,649.75,647.75,629.55
2720,33.57,0.01,649.75,647.75,629.55
2721,33.56,0.01,649.85,647.75,629.55
2722,33.53,-0.01,649.85,647.75,629.55
2723,33.52,0.00,649.85,647.75,629.55
2724,33.52,0.02,649.85,647.75,629.65
2725,33.51,0.02,649.85,647.75,629.65
2726,33.52,0.01,649.85,647.75,629.65
2727,33.52,0.01,649.85,647.75,629.65
2728,33.52,-0.01,649.85,647.75,629.75
2729,33.53,-0.00,649.85,647.85,629.75
2730,33.51,0.00,649.95,647.85,629.75
2731,33.48,-0.01,649.95,647.75,629.85
2732,33.49,0.00,649.95,647.85,629.85
2733,33.50,0.03,649.95,647.75,629.85
2734,33.48,0.01,649.95,647.75,629.75
2735,33.48,-0.01,649.95,647.75,629.75
2736,33.45,0.00,649.95,647.85,629.75
2737,33.44,0.01,649.95,647.85,629.75
2738,33.44,0.02,650.05,647.95,629.75
2739,33.44,0.02,650.05,647.95,629.85
2740,33.45,0.01,650.15,647.95,629.75
2741,33.45,-0.00,650.15,647.95,629.75
2742,33.43,-0.00,650.25,647.95,629.75
2743,33.43,-0.01,650.25,648.05,629.75
2744,33.42,0.01,650.25,648.05,629.75
2745,33.41,0.01,650.35,648.05,629.85
2746,33.41,0.01,650.35,648.05,629.85
2747,33.39,0.01,650.35,648.05,629.85
2748,33.40,0.00,650.35,648.05,629.95
2749,33.40,0.01,650.35,648.05,629.95
2750,33.39,0.01,650.35,648.05,629.95
2751,33.36,-0.00,650.45,648.05,629.95
2752,33.37,0.00,650.45,648.15,629.95
2753,33.38,0.02,650.45,648.05,629.95
2754,33.37,0.01,650.45,648.15,629.95
2755,33.35,-0.02,650.45,648.15,630.05
2756,33.36,0.00,650.45,648.05,630.05
2757,33.35,0.02,650.45,648.15,630.05
2758,33.35,0.00,650.45,648.15,630.05
2759,33.32,-0.00,650.55,648.15,630.05
2760,33.31,0.00,650.55,648.15,630.05
2761,33.31,0.02,650.55,648.15,630.05
2762,33.31,0.02,650.55,648.15,630.05
2763,33.31,0.00,650.55,648.15,630.15
2764,33.30,-0.00,650.55,648.25,630.15
2765,33.29,0.00,650.55,648.25,630.15
2766,33.30,0.00,650.55,648.25,630.15
2767,33.28,0.01,650.55,648.25,630.15
2768,33.27,-0.00,650.55,648.25,630.15
2769,33.28,0.01,650.55,648.15,630.15
2770,33.27,0.02,650.65,648.25,630.15
2771,33.26,-0.00,650.65,648.25,630.15
2772,33.27,0.00,650.65,648.15,630.25
2773,33.26,0.02,650.65,648.25,630.25
2774,33.25,-0.00,650.65,648.25,630.25
2775,33.25,-0.01,650.65,648.25,630.25
2776,33.24,0.01,650.65,648.25,630.25
2777,33.24,0.01,650.65,648.25,630.25
2778,33.23,0.00,650.65,648.25,630.25
2779,33.23,0.01,650.65,648.25,630.25
2780,33.22,0.01,650.75,648.35,630.25
2781,33.21,0.00,650.65,648.25,630.15
2782,33.21,0.01,650.75,648.25,630.25
2783,33.20,0.01,650.75,648.25,630.25
2784,33.18,0.00,650.75,648.35,630.25
2785,33.18,0.00,650.75,648.25,630.25
2786,33.18,0.02,650.75,648.25,630.25
2787,33.18,0.01,650.75,648.25,630.25
2788,33.19,-0.00,650.85,648.35,630.35
2789,33.17,0.00,650.85,648.35,630.35
2790,33.16,-0.01,650.85,648.35,630.35
2791,33.15,0.00,650.85,648.35,630.35
2792,33.13,0.02,650.85,648.35,630.35
2793,33.13,0.01,650.95,648.35,630.35
2794,33.15,0.02,650.95,648.45,630.35
2795,33.14,0.01,650.95,648.35,630.35
2796,33.13,-0.01,650.85,648.35,630.35
2797,33.13,-0.01,650.85,648.35,630.45
2798,33.11,0.01,650.85,648.35,630.45
2799,33.12,0.01,650.95,648.35,630.45
2800,33.16,0.01,650.95,648.35,630.45
2801,33.14,0.01,650.95,648.35,630.35
2802,33.13,-0.03,650.95,648.35,630.35
2803,33.11,-0.02,650.95,648.35,630.45
2804,33.09,0.02,650.95,648.35,630.45
2805,33.08,0.02,650.95,648.45,630.45
2806,33.07,0.02,650.95,648.45,630.45
2807,33.07,0.02,650.95,648.45,630.45
2808,33.08,0.01,650.95,648.45,630.45
2809,33.07,0.00,650.95,648.45,630.45
2810,33.05,-0.01,651.05,648.45,630.45
2811,33.04,0.00,651.05,648.45,630.45
2812,33.03,0.02,651.05,648.45,630.45
2813,33.02,0.01,651.05,648.45,630.45
2814,33.02,0.01,651.05,648.45,630.45
2815,33.04,0.01,651.05,648.45,630.55
2816,33.03,0.01,651.05,648.55,630.55
2817,33.02,-0.01,651.05,648.45,630.55
2818,33.01,-0.01,651.05,648.55,630.65
2819,33.02,0.01,651.05,648.55,630.65
2820,33.02,0.01,651.05,648.45,630.65
2821,33.02,-0.00,651.05,648.45,630.65
2822,33.01,-0.01,651.15,648.55,630.65
2823,33.00,-0.00,651.05,648.45,630.65
2824,32.98,0.01,651.05,648.45,630.65
2825,32.98,0.01,651.05,648.45,630.75
2826,32.99,0.02,651.15,648.45,630.75
2827,32.98,0.01,651.05,648.45,630.75
2828,32.96,-0.01,651.05,648.45,630.75
2829,32.95,-0.00,651.05,648.35,630.75
2830,32.95,0.02,651.05,648.45,630.75
2831,32.95,0.02,651.15,648.45,630.75
2832,32.95,0.00,651.05,648.45,630.85
2833,32.94,0.00,651.15,648.45,630.85
2834,32.92,0.00,651.15,648.45,630.85
2835,32.91,0.00,651.15,648.45,630.85
2836,32.92,0.01,651.15,648.35,630.85
2837,32.93,0.01,651.15,648.45,630.85
2838,32.93,0.00,651.15,648.45,630.85
2839,32.92,-0.01,651.15,648.45,630.85
2840,32.91,-0.00,651.15,648.45,630.85
2841,32.90,0.00,651.15,648.45,630.95
2842,32.91,0.01,651.15,648.45,630.95
2843,32.90,0.01,651.15,648.45,631.05
2844,32.90,0.00,651.15,648.45,631.05
2845,32.89,-0.00,651.15,648.45,631.05
2846,32.88,0.00,651.15,648.45,631.05
2847,32.88,0.01,651.15,648.45,631.05
2848,32.89,0.01,651.15,648.45,631.05
2849,32.90,0.01,651.15,648.45,631.05
2850,32.89,-0.00,651.15,648.45,631.15
2851,32.88,-0.01,651.15,648.45,631.15
2852,32.87,-0.00,651.15,648.45,631.15
2853,32.86,0.01,651.25,648.45,631.25
2854,32.85,0.01,651.25,648.45,631.25
2855,32.85,0.01,651.25,648.45,631.25
2856,32.85,0.01,651.25,648.45,631.25
2857,32.86,0.01,651.25,648.45,631.25
2858,32.84,-0.00,651.15,648.45,631.25
2859,32.84,-0.01,651.25,648.45,631.25
2860,32.83,0.01,651.25,648.45,631.35
2861,32.81,0.01,651.25,648.45,631.35
2862,32.83,0.00,651.25,648.45,631.35
2863,32.83,0.02,651.35,648.45,631.35
2864,32.82,-0.00,651.35,648.45,631.45
2865,32.82,-0.01,651.35,648.55,631.45
2866,32.81,0.01,651.35,648.45,631.45
2867,32.79,0.01,651.35,648.45,631.45
2868,32.79,0.00,651.35,648.45,631.55
2869,32.80,0.01,651.35,648.45,631.55
2870,32.80,0.01,651.35,648.45,631.55
2871,32.79,-0.00,651.35,648.45,631.65
2872,32.78,-0.01,651.45,648.55,631.65
2873,32.77,0.01,651.35,648.45,631.65
2874,32.76,0.01,651.35,648.45,631.75
2875,32.76,0.01,651.35,648.45,631.75
2876,32.77,0.01,651.45,648.45,631.75
2877,32.77,0.01,651.35,648.45,631.75
2878,32.76,-0.00,651.35,648.45,631.75
2879,32.74,-0.01,651.35,648.45,631.75
2880,32.66,0.01,651.35,648.45,631.75
2881,32.69,0.01,651.35,648.45,631.85
2882,32.74,0.06,651.35,648.45,631.85
2883,32.75,0.03,651.35,648.45,631.85
2884,32.75,-0.05,651.35,648.45,631.85
2885,32.74,-0.03,651.35,648.45,631.95
2886,32.73,-0.00,651.35,648.45,631.95
2887,32.72,0.00,651.35,648.35,631.95
2888,32.72,0.01,651.35,648.45,631.95
2889,32.71,0.01,651.35,648.45,631.95
2890,32.71,-0.00,651.35,648.45,631.95
2891,32.72,0.01,651.35,648.45,632.05
2892,32.72,0.01,651.35,648.45,632.05
2893,32.71,-0.01,651.35,648.45,632.05
2894,32.68,-0.01,651.45,648.45,632.05
2895,32.66,0.00,651.45,648.45,632.05
2896,32.68,0.02,651.45,648.45,632.15
2897,32.68,0.03,651.45,648.45,632.15
2898,32.67,-0.00,651.45,648.45,632.15
2899,32.67,-0.01,651.45,648.45,632.15
2900,32.67,0.01,651.45,648.45,632.15
2901,32.67,0.01,651.45,648.45,632.25
2902,32.65,-0.00,651.45,648.45,632.25
2903,32.65,-0.00,651.45,648.45,632.25
2904,32.66,0.01,651.45,648.45,632.25
2905,32.66,0.01,651.45,648.45,632.25
2906,32.64,-0.01,651.55,648.45,632.25
2907,32.64,-0.00,651.55,648.45,632.35
2908,32.64,0.01,651.55,648.45,632.35
2909,32.64,0.01,651.55,648.45,632.35
2910,32.64,-0.00,651.45,648.45,632.35
2911,32.62,0.00,651.45,648.45,632.35
2912,32.63,0.00,651.45,648.45,632.35
2913,32.63,0.01,651.45,648.45,632.35
2914,32.61,0.01,651.45,648.45,632.25
2915,32.62,-0.00,651.45,648.45,632.25
2916,32.62,0.01,651.45,648.45,632.25
2917,32.60,0.00,651.55,648.45,632.25
2918,32.59,-0.00,651.55,648.45,632.25
2919,32.60,0.01,651.55,648.45,632.35
2920,32.60,0.02,651.55,648.45,632.35
2921,32.58,0.00,651.55,648.45,632.35
2922,32.60,-0.01,651.55,648.45,632.35
2923,32.60,0.01,651.55,648.45,632.35
2924,32.59,0.00,651.55,648.45,632.35
2925,32.56,-0.01,651.55,648.45,632.35
2926,32.55,0.01,651.55,648.45,632.35
2927,32.56,0.02,651.55,648.45,632.35
2928,32.57,0.02,651.55,648.45,632.35
2929,32.57,-0.00,651.65,648.45,632.45
2930,32.56,-0.01,651.65,648.45,632.45
2931,32.54,-0.00,651.55,648.45,632.45
2932,32.53,0.00,651.55,648.45,632.45
2933,32.54,0.01,651.55,648.45,632.45
2934,32.54,0.02,651.55,648.45,632.45
2935,32.54,0.00,651.55,648.35,632.45
2936,32.53,-0.01,651.55,648.45,632.45
2937,32.53,-0.00,651.55,648.35,632.45
2938,32.54,0.00,651.55,648.35,632.45
2939,32.53,0.01,651.55,648.35,632.45
2940,32.52,-0.00,651.55,648.45,632.45
2941,32.54,-0.00,651.55,648.45,632.55
2942,32.54,0.01,651.55,648.45,632.55
2943,32.52,-0.01,651.55,648.45,632.55
2944,32.50,-0.01,651.55,648.35,632.55
2945,32.51,0.01,651.55,648.45,632.55
2946,32.52,0.02,651.55,648.45,632.55
2947,32.51,0.01,651.55,648.35,632.55
2948,32.48,-0.02,651.65,648.35,632.55
2949,32.48,-0.00,651.55,648.35,632.55
2950,32.49,0.03,651.65,648.35,632.55
2951,32.48,0.02,651.65,648.45,632.55
2952,32.47,-0.01,651.65,648.45,632.55
2953,32.47,-0.00,651.65,648.35,632.55
2954,32.47,0.01,651.65,648.35,632.55
2955,32.45,0.00,651.75,648.45,632.55
2956,32.32,-0.00,651.65,648.45,632.55
2957,32.35,0.00,651.75,648.45,632.55
2958,32.44,0.09,651.75,648.45,632.65
2959,32.44,0.06,651.75,648.45,632.65
2960,32.43,-0.08,651.75,648.45,632.65
2961,32.41,-0.05,651.75,648.45,632.65
2962,32.41,0.01,651.75,648.45,632.65
2963,32.45,0.02,651.65,648.45,632.65
2964,32.46,0.01,651.65,648.45,632.65
2965,32.43,-0.03,651.65,648.45,632.65
2966,32.42,-0.03,651.75,648.45,632.65
2967,32.42,0.02,651.75,648.45,632.65
2968,32.43,0.02,651.75,648.45,632.65
2969,32.42,0.00,651.75,648.45,632.75
2970,32.41,-0.01,651.75,648.45,632.75
2971,32.41,-0.00,651.65,648.45,632.75
2972,32.40,0.01,651.75,648.45,632.75
2973,32.39,0.01,651.65,648.45,632.75
2974,32.40,0.00,651.65,648.45,632.75
2975,32.43,0.01,651.65,648.35,632.75
2976,32.43,0.01,651.65,648.35,632.75
2977,32.41,-0.03,651.65,648.45,632.75
2978,32.39,-0.02,651.65,648.35,632.75
2979,32.38,0.01,651.65,648.35,632.85
2980,32.38,0.02,651.65,648.45,632.85
2981,32.38,0.02,651.65,648.35,632.85
2982,32.38,0.00,651.65,648.35,632.85
2983,32.38,0.00,651.65,648.35,632.85
2984,32.37,0.00,651.65,648.35,632.85
2985,32.36,-0.00,651.65,648.35,632.85
2986,32.35,0.01,651.65,648.35,632.85
2987,32.35,0.01,651.65,648.35,632.85
2988,32.36,0.01,651.65,648.35,632.95
2989,32.35,0.01,651.65,648.35,632.95
2990,32.33,-0.00,651.65,648.35,632.95
2991,32.35,0.00,651.65,648.35,632.95
2992,32.36,0.02,651.65,648.35,632.95
2993,32.34,0.00,651.65,648.35,632.95
2994,32.34,-0.02,651.65,648.35,633.05
2995,32.34,0.00,651.65,648.35,633.05
2996,32.33,0.01,651.65,648.35,633.05
2997,32.32,-0.00,651.65,648.25,633.05
2998,32.31,0.01,651.55,648.35,633.05
2999,32.32,0.01,651.55,648.35,633.15
3000,32.33,0.01,651.55,648.35,633.15
3001,32.32,-0.00,651.45,648.25,633.05
3002,32.30,-0.02,651.45,648.25,633.05
3003,32.29,-0.00,651.45,648.25,633.05
3004,32.30,0.02,651.45,648.25,633.05
3005,32.30,0.02,651.45,648.25,633.15
3006,32.31,-0.00,651.45,648.35,633.15
3007,32.31,-0.01,651.45,648.25,633.05
3008,32.30,-0.01,651.45,648.25,633.05
3009,32.30,-0.01,651.45,648.15,633.05
3010,32.30,0.01,651.55,648.25,633.05
3011,32.28,0.01,651.55,648.25,633.15
3012,32.27,-0.00,651.55,648.15,633.05
3013,32.28,0.01,651.55,648.25,633.05
3014,32.29,0.01,651.55,648.25,633.15
3015,32.29,-0.00,651.55,648.25,633.05
3016,32.28,-0.01,651.55,648.25,633.05
3017,32.27,-0.00,651.55,648.25,633.05
3018,32.27,0.01,651.65,648.25,633.05
3019,32.26,0.01,651.65,648.25,633.15
3020,32.26,0.00,651.65,648.35,633.15
3021,32.28,0.00,651.65,648.25,633.15
3022,32.29,0.01,651.65,648.25,633.05
3023,32.28,-0.01,651.65,648.25,633.15
3024,32.26,-0.01,651.65,648.25,633.15
3025,32.25,-0.00,651.65,648.25,633.15
3026,32.25,0.01,651.65,648.25,633.15
3027,32.25,0.02,651.65,648.25,633.15
3028,32.25,0.00,651.65,648.15,633.15
3029,32.25,0.00,651.65,648.15,633.15
3030,32.25,0.02,651.65,648.25,633.15
