Time(s),Temperature (K),Mass (mg)
1938.3498,313.228,4.761500028
1938.6498,313.236,4.761500028
1938.9498,313.238,4.761600085
1939.2498,313.225,4.761700141
1939.5498,313.234,4.761800197
1939.8498,313.249,4.761999802
1940.1498,313.255,4.761999802
1940.4498,313.258,4.762099858
1940.7498,313.261,4.762199915
1941.0498,313.257,4.762299971
1941.3498,313.28,4.762299971
1941.6498,313.3,4.762400027
1941.9498,313.277,4.762400027
1942.2498,313.284,4.762500083
1942.5498,313.278,4.76260014
1942.8498,313.286,4.76260014
1943.1498,313.287,4.762700196
1943.4498,313.307,4.762700196
1943.7498,313.322,4.762700196
1944.0498,313.309,4.762700196
1944.3498,313.322,4.76260014
1944.6498,313.319,4.76260014
1944.9498,313.325,4.76260014
1945.2498,313.335,4.76260014
1945.5498,313.341,4.762500083
1945.8498,313.343,4.762500083
1946.1498,313.349,4.762500083
1946.4498,313.352,4.762500083
1946.7498,313.365,4.762500083
1947.0498,313.362,4.762500083
1947.3498,313.374,4.762500083
1947.6498,313.361,4.762500083
1947.9498,313.371,4.762500083
1948.2498,313.393,4.762500083
1948.5498,313.397,4.762500083
1948.8498,313.404,4.762500083
1949.1498,313.406,4.762500083
1949.4498,313.419,4.762500083
1949.7498,313.429,4.762500083
1950.0498,313.429,4.76260014
1950.3498,313.432,4.76260014
1950.6498,313.439,4.762500083
1950.9498,313.45,4.762500083
1951.2498,313.453,4.762400027
1951.5498,313.464,4.762400027
1951.8498,313.457,4.762299971
1952.1498,313.476,4.762199915
1952.4498,313.468,4.762199915
1952.7498,313.487,4.762099858
1953.0498,313.487,4.761999802
1953.3498,313.506,4.761999802
1953.6498,313.509,4.761900254
1953.9498,313.512,4.761800197
1954.2498,313.497,4.761800197
1954.5498,313.515,4.761700141
1954.8498,313.535,4.761700141
1955.1498,313.522,4.761700141
1955.4498,313.55,4.761800197
1955.7498,313.556,4.761800197
1956.0498,313.544,4.761900254
1956.3498,313.571,4.761900254
1956.6498,313.573,4.761999802
1956.9498,313.566,4.762099858
1957.2498,313.587,4.762199915
1957.5498,313.606,4.762299971
1957.8498,313.6,4.762299971
1958.1498,313.612,4.762400027
1958.4498,313.616,4.762500083
1958.7498,313.628,4.762500083
1959.0498,313.645,4.76260014
1959.3498,313.654,4.762700196
1959.6498,313.644,4.762700196
1959.9498,313.652,4.762700196
1960.2498,313.661,4.762800252
1960.5498,313.675,4.762800252
1960.8498,313.689,4.762800252
1961.1498,313.689,4.762800252
1961.4498,313.7,4.762800252
1961.7498,313.699,4.762899801
1962.0498,313.708,4.762800252
1962.3498,313.709,4.762800252
1962.6498,313.731,4.762800252
1962.9498,313.729,4.762700196
1963.2498,313.742,4.762700196
1963.5498,313.761,4.76260014
1963.8498,313.765,4.76260014
1964.1498,313.772,4.762500083
1964.4498,313.781,4.76260014
1964.7498,313.787,4.76260014
1965.0498,313.796,4.762500083
1965.3498,313.796,4.762500083
1965.6498,313.808,4.762500083
1965.9498,313.825,4.762500083
1966.2498,313.844,4.762500083
1966.5498,313.846,4.76260014
1966.8498,313.846,4.762700196
1967.1498,313.871,4.762700196
1967.4498,313.868,4.762700196
1967.7498,313.88,4.762700196
1968.0498,313.896,4.762700196
1968.3498,313.913,4.762700196
1968.6498,313.91,4.762899801
1968.9498,313.907,4.762899801
1969.2498,313.938,4.762800252
1969.5498,313.933,4.762899801
1969.8498,313.945,4.762899801
1970.1498,313.971,4.762800252
1970.4498,313.974,4.762899801
1970.7498,313.969,4.762800252
1971.0498,313.991,4.762899801
1971.3498,313.998,4.762700196
1971.6498,314.01,4.76260014
1971.9498,314.03,4.762500083
1972.2498,314.03,4.762400027
1972.5498,314.037,4.762400027
1972.8498,314.04,4.762299971
1973.1498,314.071,4.762299971
1973.4498,314.085,4.762299971
1973.7498,314.082,4.762199915
1974.0498,314.089,4.762099858
1974.3498,314.104,4.762099858
1974.6498,314.13,4.762099858
1974.9498,314.153,4.761999802
1975.2498,314.159,4.761999802
1975.5498,314.157,4.761999802
1975.8498,314.172,4.761900254
1976.1498,314.18,4.761999802
1976.4498,314.195,4.761900254
1976.7498,314.218,4.761900254
1977.0498,314.229,4.761900254
1977.3498,314.227,4.761800197
1977.6498,314.241,4.761700141
1977.9498,314.256,4.761700141
1978.2498,314.285,4.761600085
1978.5498,314.282,4.761600085
1978.8498,314.303,4.761600085
1979.1498,314.295,4.761500028
1979.4498,314.315,4.761600085
1979.7498,314.319,4.761500028
1980.0498,314.328,4.761600085
1980.3498,314.364,4.761500028
1980.6498,314.37,4.761500028
1980.9498,314.373,4.761399972
1981.2498,314.391,4.761399972
1981.5498,314.416,4.761299916
1981.8498,314.426,4.761299916
1982.1498,314.436,4.761199859
1982.4498,314.445,4.761199859
1982.7498,314.462,4.761299916
1983.0498,314.468,4.761399972
1983.3498,314.49,4.761500028
1983.6498,314.503,4.761600085
1983.9498,314.514,4.761700141
1984.2498,314.528,4.761800197
1984.5498,314.542,4.761900254
1984.8498,314.55,4.761999802
1985.1498,314.572,4.761999802
1985.4498,314.582,4.761999802
1985.7498,314.601,4.761900254
1986.0498,314.601,4.761999802
1986.3498,314.63,4.761999802
1986.6498,314.639,4.761999802
1986.9498,314.663,4.761999802
1987.2498,314.665,4.761900254
1987.5498,314.673,4.761800197
1987.8498,314.714,4.761700141
1988.1498,314.708,4.761600085
1988.4498,314.734,4.761500028
1988.7498,314.74,4.761500028
1989.0498,314.751,4.761399972
1989.3498,314.782,4.761299916
1989.6498,314.785,4.761399972
1989.9498,314.816,4.761500028
1990.2498,314.826,4.761600085
1990.5498,314.832,4.761700141
1990.8498,314.849,4.761999802
1991.1498,314.865,4.762199915
1991.4498,314.882,4.762299971
1991.7498,314.906,4.762400027
1992.0498,314.916,4.76260014
1992.3498,314.928,4.76260014
1992.6498,314.953,4.762800252
1992.9498,314.971,4.762899801
1993.2498,314.985,4.762899801
1993.5498,314.994,4.762999857
1993.8498,315.011,4.763099913
1994.1498,315.03,4.763099913
1994.4498,315.058,4.763099913
1994.7498,315.06,4.763099913
1995.0498,315.084,4.763099913
1995.3498,315.099,4.763099913
1995.6498,315.117,4.763099913
1995.9498,315.126,4.762899801
1996.2498,315.146,4.762899801
1996.5498,315.164,4.762899801
1996.8498,315.169,4.762700196
1997.1498,315.199,4.76260014
1997.4498,315.211,4.76260014
1997.7498,315.244,4.762500083
1998.0498,315.242,4.762500083
1998.3498,315.267,4.762500083
1998.6498,315.286,4.762400027
1998.9498,315.296,4.762400027
1999.2498,315.332,4.762400027
1999.5498,315.339,4.762400027
1999.8498,315.359,4.762800252
2000.1498,315.371,4.762800252
2000.4498,315.395,4.762999857
2000.7498,315.403,4.763099913
2001.0498,315.433,4.76319997
2001.3498,315.451,4.763300026
2001.6498,315.469,4.763300026
2001.9498,315.496,4.76319997
2002.2498,315.509,4.76319997
2002.5498,315.518,4.763099913
2002.8498,315.554,4.762999857
2003.1498,315.576,4.762899801
2003.4498,315.586,4.762800252
2003.7498,315.616,4.762800252
2004.0498,315.636,4.762700196
2004.3498,315.646,4.762800252
2004.6498,315.663,4.762700196
2004.9498,315.689,4.762800252
2005.2498,315.71,4.762700196
2005.5498,315.728,4.76260014
2005.8498,315.746,4.762700196
2006.1498,315.773,4.76260014
2006.4498,315.786,4.76260014
2006.7498,315.809,4.76260014
2007.0498,315.823,4.762400027
2007.3498,315.866,4.762199915
2007.6498,315.882,4.762099858
2007.9498,315.892,4.761800197
2008.2498,315.925,4.761700141
2008.5498,315.941,4.761500028
2008.8498,315.951,4.761500028
2009.1498,315.968,4.761399972
2009.4498,315.991,4.761500028
2009.7498,316.009,4.761600085
2010.0498,316.036,4.761600085
2010.3498,316.053,4.761700141
2010.6498,316.086,4.761900254
2010.9498,316.116,4.761800197
2011.2498,316.125,4.761900254
2011.5498,316.139,4.761900254
2011.8498,316.174,4.761800197
2012.1498,316.189,4.761900254
2012.4498,316.207,4.761900254
2012.7498,316.232,4.761999802
2013.0498,316.246,4.761999802
2013.3498,316.266,4.761900254
2013.6498,316.296,4.762199915
2013.9498,316.32,4.762299971
2014.2498,316.332,4.762199915
2014.5498,316.353,4.762299971
2014.8498,316.403,4.762299971
2015.1498,316.424,4.762299971
2015.4498,316.427,4.762400027
2015.7498,316.451,4.762500083
2016.0498,316.48,4.762500083
2016.3498,316.513,4.762500083
2016.6498,316.523,4.76260014
2016.9498,316.547,4.762400027
2017.2498,316.573,4.762500083
2017.5498,316.589,4.762500083
2017.8498,316.62,4.762500083
2018.1498,316.653,4.762500083
2018.4498,316.663,4.762500083
2018.7498,316.682,4.76260014
2019.0498,316.719,4.76260014
2019.3498,316.732,4.76260014
2019.6498,316.777,4.76260014
2019.9498,316.785,4.76260014
2020.2498,316.817,4.76260014
2020.5498,316.837,4.762700196
2020.8498,316.862,4.76260014
2021.1498,316.877,4.76260014
2021.4498,316.894,4.76260014
2021.7498,316.929,4.762700196
2022.0498,316.947,4.762700196
2022.3498,316.971,4.762700196
2022.6498,317.001,4.762700196
2022.9498,317.049,4.76260014
2023.2498,317.066,4.76260014
2023.5498,317.086,4.762500083
2023.8498,317.112,4.76260014
2024.1498,317.132,4.762700196
2024.4498,317.16,4.76260014
2024.7498,317.172,4.762700196
2025.0498,317.21,4.762899801
2025.3498,317.235,4.763099913
2025.6498,317.261,4.76319997
2025.9498,317.298,4.763400082
2026.2498,317.317,4.763400082
2026.5498,317.354,4.763500139
2026.8498,317.362,4.763600195
2027.1498,317.392,4.763600195
2027.4498,317.431,4.763600195
2027.7498,317.449,4.763500139
2028.0498,317.494,4.763600195
2028.3498,317.5,4.763500139
2028.6498,317.532,4.763500139
2028.9498,317.561,4.763500139
2029.2498,317.581,4.763400082
2029.5498,317.631,4.763400082
2029.8498,317.642,4.763300026
2030.1498,317.666,4.76319997
2030.4498,317.7,4.76319997
2030.7498,317.714,4.763300026
2031.0498,317.757,4.763099913
2031.3498,317.786,4.762899801
2031.6498,317.804,4.762700196
2031.9498,317.846,4.762400027
2032.2498,317.87,4.762199915
2032.5498,317.914,4.762099858
2032.8498,317.939,4.761900254
2033.1498,317.953,4.761999802
2033.4498,317.98,4.761999802
2033.7498,318.004,4.762099858
2034.0498,318.029,4.762099858
2034.3498,318.061,4.762199915
2034.6498,318.101,4.762299971
2034.9498,318.119,4.762299971
2035.2498,318.164,4.762299971
2035.5498,318.176,4.762299971
2035.8498,318.221,4.762299971
2036.1498,318.246,4.762299971
2036.4498,318.271,4.762299971
2036.7498,318.306,4.762299971
2037.0498,318.336,4.762299971
2037.3498,318.367,4.762400027
2037.6498,318.39,4.762500083
2037.9498,318.424,4.762500083
2038.2498,318.465,4.762500083
2038.5498,318.472,4.762500083
2038.8498,318.529,4.762500083
2039.1498,318.555,4.762400027
2039.4498,318.568,4.762400027
2039.7498,318.599,4.762400027
2040.0498,318.629,4.762400027
2040.3498,318.669,4.762400027
2040.6498,318.699,4.762400027
2040.9498,318.725,4.762400027
2041.2498,318.763,4.762400027
2041.5498,318.796,4.762400027
2041.8498,318.836,4.762299971
2042.1498,318.853,4.762400027
2042.4498,318.877,4.762400027
2042.7498,318.93,4.762199915
2043.0498,318.954,4.762299971
2043.3498,318.983,4.762199915
2043.6498,319.003,4.762199915
2043.9498,319.048,4.762400027
2044.2498,319.074,4.76260014
2044.5498,319.116,4.762700196
2044.8498,319.136,4.762899801
2045.1498,319.173,4.762999857
2045.4498,319.212,4.763099913
2045.7498,319.237,4.763099913
2046.0498,319.277,4.762999857
2046.3498,319.292,4.762999857
2046.6498,319.328,4.762899801
2046.9498,319.367,4.762800252
2047.2498,319.394,4.762299971
2047.5498,319.441,4.762099858
2047.8498,319.461,4.761900254
2048.1498,319.5,4.761700141
2048.4498,319.537,4.761500028
2048.7498,319.567,4.761299916
2049.0498,319.6,4.761199859
2049.3498,319.633,4.761299916
2049.6498,319.67,4.761399972
2049.9498,319.701,4.761399972
2050.2498,319.741,4.761500028
2050.5498,319.772,4.761500028
2050.8498,319.808,4.761500028
2051.1498,319.848,4.761500028
2051.4498,319.879,4.761500028
2051.7498,319.901,4.761399972
2052.0498,319.938,4.761399972
2052.3498,319.975,4.761399972
2052.6498,320.018,4.761500028
2052.9498,320.039,4.761600085
2053.2498,320.086,4.761700141
2053.5498,320.123,4.761600085
2053.8498,320.144,4.761500028
2054.1498,320.185,4.761500028
2054.4498,320.212,4.761500028
2054.7498,320.259,4.761399972
2055.0498,320.285,4.761399972
2055.3498,320.324,4.761800197
2055.6498,320.365,4.761999802
2055.9498,320.395,4.761999802
2056.2498,320.436,4.761999802
2056.5498,320.465,4.762099858
2056.8498,320.504,4.761999802
2057.1498,320.537,4.761900254
2057.4498,320.578,4.761900254
2057.7498,320.609,4.761900254
2058.0498,320.647,4.761800197
2058.3498,320.684,4.761700141
2058.6498,320.725,4.761700141
2058.9498,320.758,4.761700141
2059.2498,320.809,4.761700141
2059.5498,320.832,4.761700141
2059.8498,320.888,4.761700141
2060.1498,320.921,4.761700141
2060.4498,320.955,4.761800197
2060.7498,320.993,4.761700141
2061.0498,321.03,4.761800197
2061.3498,321.066,4.761800197
2061.6498,321.102,4.761700141
2061.9498,321.139,4.761700141
2062.2498,321.181,4.761800197
2062.5498,321.196,4.761800197
2062.8498,321.258,4.761800197
2063.1498,321.272,4.761800197
2063.4498,321.339,4.761999802
2063.7498,321.367,4.762400027
2064.0498,321.409,4.76260014
2064.3498,321.443,4.762800252
2064.6498,321.477,4.763099913
2064.9498,321.529,4.763300026
2065.2498,321.564,4.76319997
2065.5498,321.597,4.763300026
2065.8498,321.618,4.76319997
2066.1498,321.665,4.763099913
2066.4498,321.714,4.762999857
2066.7498,321.751,4.762999857
2067.0498,321.785,4.762999857
2067.3498,321.819,4.762899801
2067.6498,321.855,4.762999857
2067.9498,321.905,4.762899801
2068.2498,321.943,4.762899801
2068.5498,321.985,4.76260014
2068.8498,322.036,4.762299971
2069.1498,322.068,4.762099858
2069.4498,322.105,4.761900254
2069.7498,322.152,4.761800197
2070.0498,322.203,4.761700141
2070.3498,322.239,4.761800197
2070.6498,322.276,4.761800197
2070.9498,322.313,4.761900254
2071.2498,322.355,4.761999802
2071.5498,322.396,4.762099858
2071.8498,322.43,4.762299971
2072.1498,322.476,4.762400027
2072.4498,322.516,4.76260014
2072.7498,322.548,4.762700196
2073.0498,322.598,4.76260014
2073.3498,322.641,4.762500083
2073.6498,322.678,4.76260014
2073.9498,322.72,4.76260014
2074.2498,322.747,4.76260014
2074.5498,322.8,4.76260014
2074.8498,322.838,4.76260014
2075.1498,322.896,4.762800252
2075.4498,322.927,4.762999857
2075.7498,322.965,4.762999857
2076.0498,323.007,4.762899801
2076.3498,323.068,4.762899801
2076.6498,323.089,4.762899801
2076.9498,323.141,4.762899801
2077.2498,323.193,4.762800252
2077.5498,323.221,4.762400027
2077.8498,323.266,4.762299971
2078.1498,323.311,4.762199915
2078.4498,323.36,4.762199915
2078.7498,323.395,4.762099858
2079.0498,323.437,4.762099858
2079.3498,323.467,4.762099858
2079.6498,323.502,4.762099858
2079.9498,323.562,4.761999802
2080.2498,323.609,4.761999802
2080.5498,323.654,4.761999802
2080.8498,323.701,4.761999802
2081.1498,323.739,4.761900254
2081.4498,323.78,4.761900254
2081.7498,323.832,4.761800197
2082.0498,323.874,4.761800197
2082.3498,323.913,4.761500028
2082.6498,323.951,4.761399972
2082.9498,324.005,4.761299916
2083.2498,324.051,4.761500028
2083.5498,324.103,4.761700141
2083.8498,324.139,4.761800197
2084.1498,324.183,4.761900254
2084.4498,324.218,4.761999802
2084.7498,324.267,4.762099858
2085.0498,324.315,4.762199915
2085.3498,324.37,4.762199915
2085.6498,324.416,4.762299971
2085.9498,324.451,4.762099858
2086.2498,324.494,4.761999802
2086.5498,324.556,4.761999802
2086.8498,324.582,4.761900254
2087.1498,324.627,4.761700141
2087.4498,324.658,4.761399972
2087.7498,324.722,4.761199859
2088.0498,324.763,4.760900198
2088.3498,324.805,4.760700086
2088.6498,324.864,4.76060003
2088.9498,324.915,4.760399917
2089.2498,324.955,4.760199804
2089.5498,324.985,4.760099748
2089.8498,325.022,4.760099748
2090.1498,325.074,4.760099748
2090.4498,325.131,4.760199804
2090.7498,325.17,4.760299861
2091.0498,325.207,4.760299861
2091.3498,325.266,4.760399917
2091.6498,325.327,4.760399917
2091.9498,325.362,4.760399917
2092.2498,325.411,4.760399917
2092.5498,325.446,4.760399917
2092.8498,325.509,4.760299861
2093.1498,325.55,4.760299861
2093.4498,325.594,4.760299861
2093.7498,325.638,4.760199804
2094.0498,325.696,4.760299861
2094.3498,325.74,4.760199804
2094.6498,325.78,4.760199804
2094.9498,325.83,4.760199804
2095.2498,325.881,4.760099748
2095.5498,325.923,4.760099748
2095.8498,325.975,4.7600002
2096.1498,326.025,4.7600002
2096.4498,326.063,4.759900143
2096.7498,326.113,4.759800087
2097.0498,326.175,4.759499918
2097.3498,326.218,4.759399862
2097.6498,326.268,4.759399862
2097.9498,326.307,4.759299806
2098.2498,326.352,4.759199749
2098.5498,326.399,4.759199749
2098.8498,326.455,4.759199749
2099.1498,326.503,4.759299806
2099.4498,326.548,4.759399862
2099.7498,326.609,4.759399862
2100.0498,326.662,4.759499918
2100.3498,326.696,4.759499918
2100.6498,326.756,4.759499918
2100.9498,326.798,4.759599974
2101.2498,326.854,4.759599974
2101.5498,326.9,4.759599974
2101.8498,326.942,4.759700031
2102.1498,326.991,4.759700031
2102.4498,327.039,4.759700031
2102.7498,327.099,4.759800087
2103.0498,327.138,4.759800087
2103.3498,327.188,4.759800087
2103.6498,327.249,4.759800087
2103.9498,327.301,4.759800087
2104.2498,327.334,4.759800087
2104.5498,327.391,4.759800087
2104.8498,327.448,4.759800087
2105.1498,327.506,4.759599974
2105.4498,327.558,4.759499918
2105.7498,327.604,4.759399862
2106.0498,327.665,4.759399862
2106.3498,327.71,4.759299806
2106.6498,327.751,4.759299806
2106.9498,327.797,4.759299806
2107.2498,327.836,4.759299806
2107.5498,327.901,4.759199749
2107.8498,327.954,4.759199749
2108.1498,328.003,4.759100201
2108.4498,328.056,4.759100201
2108.7498,328.109,4.758900088
2109.0498,328.149,4.758800032
2109.3498,328.209,4.758599919
2109.6498,328.256,4.758499863
2109.9498,328.306,4.758399807
2110.2498,328.356,4.75829975
2110.5498,328.407,4.758100146
2110.8498,328.454,4.758100146
2111.1498,328.49,4.758200202
2111.4498,328.564,4.758100146
2111.7498,328.636,4.758200202
2112.0498,328.668,4.75829975
2112.3498,328.72,4.75829975
2112.6498,328.767,4.75829975
2112.9498,328.812,4.75829975
2113.2498,328.863,4.758200202
2113.5498,328.921,4.758200202
2113.8498,328.964,4.758100146
2114.1498,329.032,4.758100146
